text,class
"Primary leiomyosarcoma of the pancreas: study of 9 cases and review of literature. Primary pancreatic leiomyosarcomas are rare lesions and not well described, yet they are the most common primary pancreatic sarcoma. English-language medical literature reports 29 cases as single cases or small series. A systematized nomenclature of medicine (SNOMED) search of Mayo Clinic surgical pathology files from 1994 to 2006 identified 22 primary pancreatic leiomyosarcomas. Nine patients with pancreatic leiomyosarcoma were diagnosed and treated at our institution (5 males and 4 females; mean age at diagnosis, 63 y; range, 39 to 87 y) are described, with a literature review. In situ hybridization for Epstein-Barr virus (EBV)-encoded RNA (EBER) was conducted in all cases to exclude EBV-associated smooth muscle tumor (EBV-SMT). Seven of the 9 patients presented with abdominal pain, weight loss, and jaundice. Seven tumors (mean, 10.7 cm; range, 1.0 to 30 cm) were located in the pancreatic head and 2 in the tail. Histologic findings of primary pancreatic leiomyosarcomas (7 spindle and 2 epithelioid) were similar to leiomyosarcomas of other sites. All tumors stained positive for smooth muscle actin and desmin and negative for KIT. No case showed EBER positivity. Pancreaticoduodenectomy was done in 4 patients; 3 patients had palliative procedures, and 2 had biopsy only. No lymph node metastasis was identified in 4 resected tumors, but liver metastases were present in 4 patients. All patients died; 5 deaths were known to be disease related (overall mean survival, 31 months; range, 5 to 98 mo). Historical cases showed similar clinicopathologic findings. These pancreatic leiomyosarcoma lesions have the same morphologic features as their counterparts of other sites. EBER testing should be conducted--especially for pediatric patients--to rule out EBV-SMT. The tumor is likely to metastasize to liver but not regional lymph nodes. Extensive surgical resection should be advocated, even when morphologic results show a low-grade lesion.",cancer
"Oct4 expression in immature teratoma of the ovary: relevance to histologic grade and degree of differentiation. Immature teratoma of the ovary is an uncommon tumor comprising 1% of ovarian malignancies. The amount of immature neuroepithelium in the teratoma is an important prognostic factor. Although the current grading system based on this criterion is widely accepted, the biological significance of immature neuroepithelium is poorly understood. In this study, we used immunohistochemistry to evaluate the expression of Oct4 (also known as Oct3 or POU5F1), a transcription factor expressed in primordial germ cells and embryonic stem cells, along with that of PAX6, a transcription factor contributing to neurogenesis, and CD56, a known marker for tumors of neural origin, in 18 cases of pure immature teratoma of the ovary. Oct4 was expressed in the immature neuroepithelium of all 7 grade-3 cases and 2 grade-2 cases. It was not expressed in 4 grade-2 cases and all 5 grade-1 cases. These tumor cells lacked CD30 or alpha-fetoprotein expression, which supported the diagnosis of pure immature teratoma. PAX6 was expressed in the immature neuroepithelium of all immature teratomas, but not in Oct4-positive cells. CD56 was expressed in neural components of various maturities including PAX6-positive immature neuroepithelium, but not in Oct4-positive cells. These data suggest that the expression of these markers probably reflects the differentiation status of neural tissue in immature teratomas. The finding that Oct4 expression was exclusively detected in immature neuroepithelium of high-grade immature teratomas indicates that Oct4 might serve as a promising biomarker for the diagnosis of highly malignant cases of immature teratoma.",cancer
"Cutaneous marginal zone lymphomas have distinctive features and include 2 subsets. Cutaneous marginal zone lymphomas (CMZL) were segregated in the WHO/EORTC consensus classification but grouped with other MALT lymphomas in the subsequent WHO classification. It has been suggested, however, that CMZL have distinctive features and might include 2 subsets. To address these issues, the clinicopathologic, phenotypic and, when possible, genotypic features of 29 CMZL with plasmacytic differentiation were assessed. The monotypic plasma cells had class-switched heavy chain expression in 22 cases, technically inadequate staining in 1 case (included with class-switched cases for analysis) and 6 were IgM. The class-switched cases had a predominance of T cells in 22 out of 23 cases with a CD4:CD8>1 in 15 out of 16 cases, usually showed nodules and scattered small B cells often with IgD apparently nonneoplastic follicles, lacked CXCR3 B-cell expression, never showed a totally diffuse growth pattern, often had prominent mast cells, and lacked known extracutaneous involvement. The IgM cases showed a predominance of B cells in 5 out of 6 (P=0.0003), a diffuse proliferation of CD20 B cells in all (P<0.0001), CXCR3+ B cells in 2 out of 5 (P<0.04), and extracutaneous disease in 3 out of 6 (P<0.008). CD21 usually disrupted follicular dendritic meshworks were seen in 9 out of 12 class-switched and 5 out of 5 IgM cases. CD123 plasmacytoid dendritic cells, PD1+ T follicular helper cells, CD25 or FOXP3+ regulatory T cells, and TIA1/granzyme B cytotoxic cells were never numerous. Only 1 out of 14 tested cases showed a low-level clonal/oligoclonal T cell receptor gamma gene rearrangement. These findings support the presence of 2 types of cutaneous MALT lymphomas with the class-switched cases being the most distinctive but still sharing significant features with MALT lymphomas from other sites, specifically an extranodal extramedullary CD5-, CD10- indolent small B cell lymphoma with plasmacytic differentiation, frequent benign follicular structures, and not fulfilling the criteria for any other well-defined lymphoma.",cancer
"A histology-based model for predicting microsatellite instability in colorectal cancers. Identifying colorectal cancers (CRCs) with high levels of microsatellite instability (MSI-H) is clinically important. MSI-H is a positive prognostic marker for CRC, a predictive marker for resistance to standard 5-fluorouracil-based adjuvant chemotherapy, and an important feature for identifying individuals and families with Lynch syndrome. Our aim was to compare and improve upon the existing predictive pathology models for MSI-H CRCs. We tested 2 existing models used to predict MSI-H tumors, (1) Revised Bethesda Guidelines and (2) MsPath, in our population-based cohort of CRCs diagnosed less than 75 years from Newfoundland (N=710). We also scored additional histologic features not described in the other models. From this analysis, we developed a model for the prediction of MSI-H CRCs; Pathologic Role in Determination of Instability in Colorectal Tumors (PREDICT). An independent pathologist validated this model in a second cohort of all CRCs (N=276). Tumor histology was a better predictor of MSI status than was personal and family history of cancer. MsPath identified MSI-H CRCs with a sensitivity of 92.1% and a specificity of 37.8%, whereas the Revised Bethesda Guidelines had a sensitivity of 81.3% and a specificity of 39.5%. PREDICT included some new histology features, including peritumoral lymphocytic reaction and increased proportion of plasma cells in the tumor stroma. PREDICT was superior to both existing models in the development cohort with a sensitivity of 97.4% and a specificity of 53.9%. In the validation cohort, sensitivity was 96.9% and specificity 76.6%. We conclude that PREDICT is a good predictor of MSI-H CRC.",cancer
"Optimal immunohistochemical markers for distinguishing lung adenocarcinomas from squamous cell carcinomas in small tumor samples. The histologic subtype of non-small cell lung carcinoma is important in selecting appropriate chemotherapy for patients with advanced disease. As many of these patients are not operative candidates, they are treated medically after biopsy for diagnosis. Inherent limitations of small biopsy samples can make distinguishing poorly differentiated lung adenocarcinoma (ADC) from squamous cell carcinoma (SCC) difficult. The value of histochemical and immunohistochemical markers to help separate poorly differentiated ADC from SCC in resection specimens is well established; however, the optimal use of markers in small tissue samples has only recently been examined and the correlation of marker expression in small tissue samples with histologic subtype determined on resection specimens has not been well documented. We address this issue by examining the expression of 9 markers (p63, TTF1, CK5/6, CK7, 34betaE12, Napsin A, mucicarmine, NTRK1, and NTRK2) on 200 cases of ADC and 225 cases of SCC in tissue microarray format to mimic small tissue specimens. The single best marker to separate ADC from SCC is p63 (for SCC: sensitivity 84%, specificity 85%). Logistic regression analysis identifies p63, TTF1, CK5/6, CK7, Napsin A, and mucicarmine as the optimal panel to separate ADC from SCC. Reduction of the panel to p63, TTF1, CK5/6, and CK7 is marginally less effective but may be the best compromise when tissue is limited. We present an algorithm for the stepwise application of p63, TTF1, CK5/6, CK7, Napsin A, and mucicarmine in situations in which separation of ADC from SCC in small specimens cannot be accomplished by morphology alone.",cancer
"Neoadjuvant therapy induces loss of MSH6 expression in colorectal carcinoma. Immunohistochemical stains are routinely used to detect abnormal DNA mismatch repair (MMR) protein expression in colorectal carcinomas, particularly when Lynch syndrome is suspected. Complete loss of MMR protein expression is often associated with underlying microsatellite instability (MSI), and the combined results of mutL homolog 1 (MLH1), postmeiotic segregation increased 2 (PMS2), mutS homolog 2 (MSH2), or mutS homolog 6 (MSH6) immunostains may point to the defective MMR protein in tumors with MSI. We have noted that some neoadjuvantly treated colorectal carcinomas display loss of MMR protein immunoexpression, despite a lack of underlying MSI and preserved staining in pretreatment tumor samples. The purpose of this study was to determine the frequency of this finding. We identified 51 neoadjuvantly treated resected colorectal cancers. Posttreatment tumor samples were immunohistochemically stained with MLH1, PMS2, MSH2, and MSH6 antibodies. Loss of staining for any marker was followed by analysis for MSI and assessment of MMR protein expression in pretreatment tumor samples. All of the 51 posttreatment tumor samples showed preserved MLH1, PMS2, and MSH2, but 10 posttreatment tumor samples (20%) showed decreased MSH6 staining. Of these, 9 posttreatment tumor samples displayed loss of staining in less than 100% of tumor cells, but preserved MSH6 expression in pretreatment tumor samples. One case showed a complete absence of MSH6 staining in both pretreatment and posttreatment tumor samples. All 10 cases were microsatellite stable. We conclude that extensive loss of MSH6 immunoexpression is common among neoadjuvantly treated colorectal carcinomas, but generally does not reflect underlying MSI. Therefore, diminished MSH6 staining in treated tumors should prompt immunohistochemical evaluation of pretreatment biopsy samples before genetic testing for Lynch syndrome.",cancer
"Gastric cardiac polyps: a clinicopathologic study of 330 cases. As endoscopists have become more skilled in sampling the gastroesophageal junction, pathologists are being increasingly challenged to characterize previously unknown or neglected findings. One such example is the cardiac polyp. Originally described in the radiology literature as the sentinel fold, the first histologic descriptions of polyps at the gastroesophageal junction did not appear until less than a decade ago. Current clinicopathologic information is limited and somewhat conflicting. This study was designed to define the clinical, endoscopic, and histopathologic associations in patients with cardiac polyps. Using an electronic database, we extracted information on all patients who had a distal esophageal or esophagogastric junctional biopsy during a 24-month period. We then reviewed the slides of 330 adult patients diagnosed with a cardiac polyp and used semiquantitative or qualitative scales to score foveolar hyperplasia, inflammation, erosion or ulcers, epithelial type, and metaplasia. As controls we used 120,487 patients who had biopsies from the same anatomic sites during the same period, but were not diagnosed with a cardiac polyp. There were no significant differences among any clinical indications for esophagogastroduodenoscopy between study and control patients. Endoscopically, a polyp or nodule at the gastroesophageal junction was noted in 59.1% of the patients who had a histopathologic diagnosis of cardiac polyp. Histologically, Barrett mucosa, active esophagitis, and Helicobactor pylori gastritis were all significantly less common in patients with a cardiac polyp than in controls. Although relatively infrequent, synchronous hyperplastic polyps elsewhere in the stomach were significantly more common in patients than in controls. In conclusion, this large series suggests that cardiac polyps are rare but histologically distinct lesions. They are benign and are not uniquely associated with esophagitis, Barrett esophagus, gastroesophageal reflux disease, reactive gastropathy, or gastritis, with or without H. pylori.",cancer
"Spectrum of pilomyxoid astrocytomas: intermediate pilomyxoid tumors. To define the spectrum of pilomyxoid morphology and to characterize the association between pilomyxoid astrocytoma (PMA) and pilocytic astrocytoma (PA), 84 cases of pediatric astrocytomas with pilomyxoid features were reviewed. Forty-two of these tumors had coexistent features of PMA and PA (""intermediate""). With the accumulation of more cytoplasm, fibrillar background, microcysts, and thickened blood vessels, these intermediate tumors were more PA-like and less like classic PMA. In the recurrent specimens, PMAs and intermediate tumors sometimes showed more prominent PA features. Both PMA and intermediate tumors involved sites outside the hypothalamus, optic chiasm, and the third ventricle. Both the existence of intermediate tumors and the finding that some PMAs and intermediate tumors mature into PA-like neoplasms over time, provided strong support for a biological relationship between PMA and PA. Additional evidence for a ""maturational effect"" was the finding that intermediate tumors occurred in patients with a median age of 36 months compared with the median age of 21 months for those with PMAs (P=0.017). Features that were often assumed to be poor prognostic indicators in gliomas, that is, necrosis, mitotic figures, and vascular proliferation, were not uncommon in typical PMAs and intermediate lesions. Further follow-up is needed to more accurately determine the prognosis of intermediate tumors.",cancer
"EBV-associated cutaneous NK/T-cell lymphoma: review of a series of 14 cases from peru in children and young adults. We have reviewed clinically, morphologically, and immunophenotypically a series of 14 Epstein-Bar virus (EBV)+ cutaneous natural killer cell (NK)/T-cell lymphoma from Peru. Most (11 out of 14) of these cases fit well into the category of Hydroa vacciniforme-like lymphoma (HVLL), but 3 have a different clinical presentation, without facial involvement. In all 14 cases, skin lesions present in both the sun-exposed and nonexposed areas exhibited a slowly progressive relapsing course, changing from edema, to blistering, ulceration, and final scarring. The immunophenotype had a cytotoxic T or NK-cell lineage. The mean time of disease before admission to hospital was 69 months (range, 6 mo to 31 y). Only 2 patients had fever, hepatosplenomegaly, systemic lymphadenopathy, and a high lactate dehydrodenage (LDH) level at the time of diagnosis, whereas 10 had facial swelling. After treatment, only 4 patients remain alive, although with persistent disease. Ten patients died after a mean follow-up of 11.6 months after the initial diagnosis (range, 1 to 32 mo), because of concurrent infections (4 cases), disease progression (4 patients) or both (2 patients). Endemic Epstein-Bar virus (EBV)-positive cutaneous NK/T-cell lymphoproliferative disorders in childhood and early adulthood are characterized by a protracted clinical course, eventually leading to an aggressive phase characterized by concurrent infections and disease progression.",cancer
"Fetal lung interstitial tumor (FLIT): A proposed newly recognized lung tumor of infancy to be differentiated from cystic pleuropulmonary blastoma and other developmental pulmonary lesions. The differential diagnosis of congenital lung lesions includes a variety of pulmonary malformations, and uncommon or rare neoplasms such as the pleuropulmonary blastoma (PPB) and congenital peribronchial myofibroblastic tumor (CPMT). Although most of the congenital lesions have a predominantly cystic appearance, the exceptions of a more solid process are the type 3 congenital cystic adenomatoid or pulmonary airway malformation (CCAM-CPAM) and the CPMT. The clinical and pathologic features of a unique solid or mixed solid/cystic lung mass composed of immature interstitial mesenchyme in association with irregular airspace-like structures mimicking abnormal incompletely developed lung are presented in this report of 10 infants (7 males, 3 females) whose tumor-like lesions were detected in the prenatal period to 3 months of age (median, 1-day old). A lobectomy was done in all 10 infants and 1 infant received adjuvant chemotherapy. One of the surgical resections occurred as an ex utero, antenatal procedure because of fetal ascites. There have been no reported recurrences in those patients with greater than 12 months of follow-up ranging from 15 to 182 months (9 cases). Because of the morphologic resemblance of this mass-like lesion to fetal lung at 20 to 24 weeks gestation (as though any further pulmonary development was arrested in these localized lesions), we are proposing the designation of fetal lung interstitial tumor (FLIT) whose pathogenetic relationship, if any, to type 1 (cystic) pleuropulmonary blastoma remains uncertain to date.",cancer
"Lymphomatoid granulomatosis: insights gained over 4 decades. Lymphomatoid granulomatosis is a rare lymphoproliferative disease involving predominantly the lung, and there is uncertainty about its relationship to lymphoma. It affects mainly middle-aged adults, although there is a wide age range, and men are affected almost twice as often as women. Multiple nodular, usually bilateral, infiltrates are seen radiographically, and extrapulmonary involvement, especially of skin and nervous system, occurs in more than one third of the patients. Mortality rates are high, and treatment modes are not well established. Morphologically, there is a nodular polymorphous mononuclear cell infiltrate with prominent vascular infiltration and often necrosis. Varying numbers of large, often atypical, CD20-positive B-lymphocytes are present within a background containing numerous CD3-positive small T lymphocytes and scattered admixed plasma cells and histiocytes. Evidence of Epstein-Barr virus infection can be shown in most cases by in-situ hybridization for Epstein-Barr virus RNA. The infiltrate is graded as 1 to 3 based on the proportion of large B cells. Morphologically, there is overlap in grades 2 and 3 with variants of large B-cell lymphoma, and many such cases show evidence of monoclonality by polymerase chain reaction. It is suggested that lymphoma (T-cell rich large B-cell or diffuse large B-cell) be diagnosed in addition to lymphomatoid granulomatosis in grades 2 and 3 to appropriately communicate the nature of the disease to clinicians.",cancer
"Reduced mortality after allogeneic hematopoietic-cell transplantation. BACKGROUND: Over the past decade, advances have been made in the care of patients undergoing transplantation. We conducted a study to determine whether these advances have improved the outcomes of transplantation. METHODS: We analyzed overall mortality, mortality not preceded by relapse, recurrent malignant conditions, and the frequency and severity of major complications of transplantation, including graft-versus-host disease (GVHD) and hepatic, renal, pulmonary, and infectious complications, among 1418 patients who received their first allogeneic transplants at our center in Seattle in the period from 1993 through 1997 and among 1148 patients who received their first allogeneic transplants in the period from 2003 through 2007. Components of the Pretransplant Assessment of Mortality (PAM) score were used in regression models to adjust for the severity of illness at the time of transplantation. RESULTS: In the 2003-2007 period, as compared with the 1993-1997 period, we observed significant decreases in mortality not preceded by relapse, both at day 200 (by 60%) and overall (by 52%), the rate of relapse or progression of a malignant condition (by 21%), and overall mortality (by 41%), after adjustment for components of the PAM score. The results were similar when the analyses were limited to patients who received myeloablative conditioning therapy. We also found significant decreases in the risk of severe GVHD; disease caused by viral, bacterial, and fungal infections; and damage to the liver, kidneys, and lungs. CONCLUSIONS: We found a substantial reduction in the hazard of death related to allogeneic hematopoietic-cell transplantation, as well as increased long-term survival, over the past decade. Improved outcomes appear to be related to reductions in organ damage, infection, and severe acute GVHD. (Funded by the National Institutes of Health.).",cancer
"Volume measurement of liver metastases using multidetector computed tomography: comparison of lesion diameter and volume segmentation - a phantom study. PURPOSE: To compare lesion volume determination by applying diameter measurement and three different segmentation algorithms at different slice thicknesses reconstructed from computed tomography (CT) of a phantom model for hepatic colorectal metastases. MATERIALS AND METHODS: Based on CT attenuation measurements obtained retrospectively from 20 patients with colorectal liver metastases, a phantom model was designed with a sponge soaked with a dilution of contrast agent and 6 embedded polyamide spheres (diameter, 8 - 30 mm) to simulate the contrast behavior of liver metastases. CT scans were obtained and reconstructed at different slice thicknesses (0.625/1.25/2.5/3.75 mm; increment, 1). One observer performed software-aided volume determination using the maximum diameter, manual segmentation, seed point method, and threshold method six times for each lesion in a randomized order. Statistical analysis revealed the absolute and relative differences from the actual lesion volumes and the intraobserver differences as well as the influence of slice thickness for each method. RESULTS: The mean relative differences of the seed point method (1.2 - 5.9%) and manual segmentation (2.6 - 4.9%) were significantly lower than the threshold method (5.4 - 12.8%) and diameter measurement (12.3 - 18.5%; p < 0.01). Volume determination by manual segmentation and the seed point method benefited from the use of thin-slice CT datasets. The intraobserver variation was lowest when using the manual segmentation (1.5 - 3.3%) and the seed point method (2.2 - 3.9%; p < 0.001). CONCLUSION: Manual segmentation and the seed point method for thin CT slices were the methods with the lowest volume differences and intraobserver variation.",cancer
"Asymmetric cell division: recent developments and their implications for tumour biology. The ability of cells to divide asymmetrically is essential for generating diverse cell types during development. The past 10 years have seen tremendous progress in our understanding of this important biological process. We have learned that localized phosphorylation events are responsible for the asymmetric segregation of cell fate determinants in mitosis and that centrosomes and microtubules play important parts in this process. The relevance of asymmetric cell division for stem cell biology has added a new dimension to the field, and exciting connections between asymmetric cell division and tumorigenesis have begun to emerge.",cancer
"MET signalling: principles and functions in development, organ regeneration and cancer. The MET tyrosine kinase receptor (also known as the HGF receptor) promotes tissue remodelling, which underlies developmental morphogenesis, wound repair, organ homeostasis and cancer metastasis, by integrating growth, survival and migration cues in response to environmental stimuli or cell-autonomous perturbations. The versatility of MET-mediated biological responses is sustained by qualitative and quantitative signal modulation. Qualitative mechanisms include the engagement of dedicated signal transducers and the subcellular compartmentalization of MET signalling pathways, whereas quantitative regulation involves MET partnering with adaptor amplifiers or being degraded through the shedding of its extracellular domain or through intracellular ubiquitylation. Controlled activation of MET signalling can be exploited in regenerative medicine, whereas MET inhibition might slow down tumour progression.",cancer
"Microgeographic variations in Burkitt's lymphoma incidence correlate with differences in malnutrition, malaria and Epstein-Barr virus. BACKGROUND: Endemic Burkitt's lymphoma (eBL) has been associated with Epstein-Barr virus (EBV) and holoendemic Plasmodium falciparum malaria. But recent evidence suggests that other risk factors are involved. METHODS: We hypothesised that selenoprotein glutathione peroxidase (GPx), a surrogate of nutritional status, is an important biomarker for eBL risk. We measured plasma GPx, anthropometric markers of malnutrition, EBV viral loads and malaria parasitaemia in children aged 1-9 years (n=258) from two locations in Nyanza Province, Kenya, with higher-than-expected and lower-than-expected incidence of eBL. The study participants were malaria asymptomatic children from the community. RESULTS: Children from eBL high-incidence areas had significantly lower GPx levels, high EBV viral load and more evidence of chronic malnutrition than children from eBL low-incidence areas (all P<0.001). Additionally, GPx levels were significantly lower in children with the highest EBV viral load and for those with P. falciparum infections (P=0.035 and P=0.004, respectively). CONCLUSIONS: These results suggest that selenium deficiency may be a risk factor for eBL.",cancer
"Angiotensin-2 receptors (AT1-R and AT2-R), new prognostic factors for renal clear-cell carcinoma? BACKGROUND: The growth factor Angiotensin-2 signals through Angiotensin receptor type 1 (AT1-R) in a broad range of cell types and tumours and through the type-2 receptor (AT2-R) in a more restricted group of cell types. Although numerous forms of cancer have been shown to overexpress AT1-R, expression of AT1-R and AT2-R by human renal clear-cell carcinoma (RCCC) is not well understood. In this study, the expression of both angiotensin receptors was quantified in a retrospective series of RCCC and correlated with prognostic factors. METHODS: Angiotensin receptor type 1 and AT2-R expressions were quantified on tumour tissues by immunohistochemistry (IHC), western blot and quantitative reverse transcriptase PCR (qRT-PCR). IHC results were correlated to Fuhrman's grade and patient progression-free survival (PFS). RESULTS: A total of 84 RCCC were analysed. By IHC, AT1-R and AT2-R were expressed to a greater level in high-grade tumours (AT1-R: P<0.001, AT2-R: P<0.001). Univariate analysis showed a correlation between PFS and AT1-R or AT2-R expression (P=0.001). By multivariate analysis, only AT2-R expression correlated with PFS (HR 1.021, P=0.006) and cancer stage (P<0.001). By western blot, AT1-R and AT1-R were also found to be overexpressed in higher Fuhrman's grade (P<0.01 and P=0.001 respectively). By qRT-PCR, AT1-R but not AT2-R mRNA were downregulated (P=0.001 and P=0.118, respectively). CONCLUSION: Our results show that AT1-R and AT2-R proteins are overexpressed in the most aggressive forms of RCCC and that AT2-R expression correlates with PFS. AT1-R or AT2-R blockage could, therefore, offer novel directions for anti-RCCC therapy.",cancer
"Surveillance of screening-detected cancers (colon and rectum, breast, and cervix) - United States, 2004-2006. PROBLEM/CONDITION: Population-based screening is conducted to detect diseases or other conditions in persons before symptoms appear; effective screening leads to early detection and treatment, thereby reducing disease-associated morbidity and mortality. Based on systematic reviews of the evidence of the benefits and harms and assessments of the net benefit of screening, the U.S. Preventive Services Task Force (USPSTF) recommends population-based screening for colon and rectum cancer, female breast cancer, and uterine cervix cancer. Few publications have used national data to examine the stage at diagnosis of these screening-amenable cancers. REPORTING PERIOD COVERED: 2004-2006. DESCRIPTION OF SYSTEMS: Data were obtained from cancer registries affiliated with CDC's National Program of Cancer Registries (NPCR) and the National Cancer Institute's Surveillance, Epidemiology, and End Results (SEER) program. Combined data from the NPCR and SEER programs provide the best source of information on national population-based cancer incidence. Data on cancer screening were obtained from the Behavioral Risk Factor Surveillance System. This report provides stage-specific cancer incidence rates and screening prevalence by demographic characteristics and U.S. state. RESULTS: Approximately half of colorectal and cervical cancer cases and one third of breast cancer cases were diagnosed at a late stage of disease. Incidence rates of late-stage cancer differed by age, race/ethnicity, and state. Incidence rates of late-stage colorectal cancer increased with age and were highest among black men and women. Incidence rates of late-stage breast cancer were highest among women aged 60-79 years and black women. Incidence rates of late-stage cervical cancer were highest among women aged 50-79 years and Hispanic women. The percentage of persons who received recommended screening differed by age, race/ethnicity, and state. INTERPRETATION: Differences in late-stage cancer incidence rates might be explained partially by differences in screening use. PUBLIC HEALTH ACTION: The findings in this report emphasize the need for ongoing population-based surveillance and reporting to monitor late-stage cancer incidence trends. Screening can identify colorectal, cervical, and breast cancers in earlier and more treatable stages of disease. Multiple factors, including individual characteristics and health behaviors as well as provider and clinical systems factors, might account for why certain populations are underscreened. Cancer control planners, including comprehensive cancer-control programs, can use late-stage cancer incidence and screening prevalence data to identify populations that would benefit from interventions to increase screening utilization and to monitor performance of early detection programs.",cancer
"Racial disparities in smoking-attributable mortality and years of potential life lost --- Missouri, 2003-2007. An estimated 443,000 deaths in the United States occur each year as a result of cigarette smoking and exposure to secondhand smoke. These deaths cost the nation approximately $97 billion in lost productivity and $96 billion in health-care costs. During 2000-2004 in Missouri, smoking caused 9,600 deaths, 132,000 years of potential life lost (YPLL), $2.4 billion in productivity losses, and $2.2 billion in smoking-related health-care expenditures annually. To limit the adverse health consequences of tobacco use, states implement comprehensive tobacco control programs that identify disparities among population groups and target those disproportionately affected by tobacco use. This report compares the public health burden of smoking among whites and blacks in Missouri by estimating the number of smoking-attributable deaths and YPLL in these population subgroups during 2003-2007. The findings indicate that the average annual smoking-attributable mortality (SAM) rate in the state was 18% higher for blacks (338 deaths per 100,000) than for whites (286 deaths per 100,000). The relative difference in smoking-attributable mortality rates between blacks and whites was larger for men (28%) than women (11%). For Missouri, these estimates provide an important benchmark for measuring the success of tobacco control programs in decreasing the burden of smoking-related diseases in these populations and reaffirm the need for full implementation of the state's comprehensive tobacco control program.",cancer
"Predicting hematologic toxicity in patients undergoing radioimmunotherapy with 90Y-ibritumomab tiuxetan or 131I-tositumomab. This study aimed at identifying clinical factors for predicting hematologic toxicity after radioimmunotherapy with (90)Y-ibritumomab tiuxetan or (131)I-tositumomab in clinical practice. METHODS: Hematologic data were available from 14 non-Hodgkin lymphoma patients treated with (90)Y-ibritumomab tiuxetan and 18 who received (131)I-tositumomab. The percentage baseline at nadir and 4 wk post nadir and the time to nadir were selected as the toxicity indicators for both platelets and neutrophils. Multiple linear regression analysis was performed to identify significant predictors (P < 0.05) of each indicator. RESULTS: For both platelets and neutrophils, pooled and separate analyses of (90)Y-ibritumomab tiuxetan and (131)I-tositumomab data yielded the time elapsed since the last chemotherapy as the only significant predictor of the percentage baseline at nadir. The extent of bone marrow involvement was not a significant factor in this study, possibly because of the short time elapsed since the last chemotherapy of the 7 patients with bone marrow involvement. Because both treatments were designed to deliver a comparable bone marrow dose, this factor also was not significant. None of the 14 factors considered was predictive of the time to nadir. The R(2) value for the model predicting percentage baseline at nadir was 0.60 for platelets and 0.40 for neutrophils. This model predicted the platelet and neutrophil toxicity grade to within +/-1 for 28 and 30 of the 32 patients, respectively. For the 7 patients predicted with grade I thrombocytopenia, 6 of whom had actual grade I-II, dosing might be increased to improve treatment efficacy. CONCLUSION: The elapsed time since the last chemotherapy can be used to predict hematologic toxicity and customize the current dosing method in radioimmunotherapy.",cancer
"Evaluation of metabolic characteristics and viability of lipiodolized hepatocellular carcinomas using 18F-FDG PET/CT. This study aimed to evaluate the metabolic characteristics of lipiodolized hepatocellular carcinomas (HCCs) and the diagnostic accuracy of (18)F-FDG PET/CT in assessing the viability of lipiodolized HCCs. METHODS: Thirty-six patients (age range, 32-73 y) with 38 lipiodolized HCCs who had undergone transcatheter arterial chemoembolization (TACE) with lipiodol before (18)F-FDG PET/CT (2-434 d) and 55 patients (age range, 36-77 y) with 57 treatment-naive HCCs who had not been treated with TACE were retrospectively studied. All patients underwent hepatic lobectomy or transplantation within 1 mo after PET/CT and multiphasic contrast-enhanced CT. (18)F-FDG uptake by lipiodolized and naive HCCs was compared and correlated with tumor size, pathologic grade, serum alpha-fetoprotein (AFP) concentration, and time interval between TACE and PET/CT. The diagnostic accuracy of PET/CT and contrast-enhanced CT in evaluating the viability of lipiodolized HCC was compared. RESULTS: Histologic examination showed 30 viable and 8 nonviable lipiodolized HCCs. Of the 30 viable tumors, 19 showed increased, 10 similar, and 1 decreased (18)F-FDG uptake. Of the 8 nonviable HCCs, 3 showed increased and 5 decreased (18)F-FDG uptake. Uptake by viable lipiodolized HCCs was correlated with tumor size (P < 0.05) but not correlated with pathologic grade, AFP concentration, or interval between TACE and PET/CT. In contrast, (18)F-FDG uptake by naive HCCs was significantly correlated with tumor size and pathologic grade (P < 0.05 for each comparison). When lipiodolized HCCs with (18)F-FDG uptake that was greater than or similar to that in the surrounding normal liver were considered viable, the diagnostic sensitivity of PET/CT and contrast-enhanced CT in the early postembolic period (<3 mo) was 100% and 94%, respectively, and that in the late postembolic period was 93% and 79%, respectively. The specificity of (18)F-FDG PET/CT and contrast-enhanced CT was 63% and 100%, respectively, in the acute period. Three viable lipiodolized HCCs with high AFP concentration were true-positives on PET/CT but false-negatives on contrast-enhanced CT images. CONCLUSION: After TACE, (18)F-FDG uptake in lipiodolized HCCs was not correlated with pathologic grade, in contrast to uptake in treatment-naive HCCs. (18)F-FDG PET/CT showed a high diagnostic sensitivity in assessing the viability of lipiodolized HCCs, with moderate specificity. This method may be useful in determining the viability of lipiodolized HCCs in patients with increased serum AFP concentration or normal results on contrast-enhanced CT images.",cancer
